"setting","simulation","Bayesian_epsilon","Bayesian_CI_upper","Bayesian_coverage","Bayesian_power","frequentist_epsilon","frequentist_CI_upper","frequentist_coverage","frequentist_power","n_sample","n_chains","n_iterations","n_simulations","BF_alternative","timestamp","seed"
2,32,0.267846152926434,0.1,TRUE,TRUE,0.198575364531023,0.517951932926586,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,33,0.3147528195931,0.02,TRUE,TRUE,0.265960233576375,0.449016786799522,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,33,0.303286152926433,0.04,TRUE,TRUE,0.26431819745158,0.486534912082527,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,34,0.3139528195931,0.08,TRUE,TRUE,0.268790322742872,0.482578739421787,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,34,0.307179486259767,0.0600000000000001,TRUE,TRUE,0.251375364531023,0.440087930391731,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,35,0.309419486259767,0.08,TRUE,TRUE,0.265670427731006,0.38536168826296,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,35,0.301739486259767,0.02,TRUE,TRUE,0.25535007046193,0.526542304362135,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,36,0.314966152926433,0.02,TRUE,TRUE,0.265960233576375,0.257139133022704,TRUE,TRUE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,36,0.303206152926433,0.08,TRUE,TRUE,0.257553544614122,0.619594604010641,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,37,0.312726152926433,0.0600000000000001,TRUE,TRUE,0.267293804354382,0.388024485840801,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,37,0.3079528195931,0.0600000000000001,TRUE,TRUE,0.256926514681303,0.503203105549053,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,38,0.3140328195931,0.04,TRUE,TRUE,0.259349338053149,0.35343702854529,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,38,0.2792328195931,0.04,TRUE,TRUE,0.254367245819795,0.453610056235931,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,39,0.314726152926433,0.04,TRUE,TRUE,0.265960233576375,0.47890880142937,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,39,0.2617928195931,0.02,TRUE,TRUE,0.232805787048081,0.440743741511583,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,40,0.314646152926433,0.02,TRUE,TRUE,0.268232518126986,0.471467683146144,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,40,0.227526152926434,0,FALSE,TRUE,0.205605492666071,0.566252077659926,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,41,0.314966152926433,0.04,TRUE,TRUE,0.268232518126986,0.28352142355551,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,41,0.294726152926433,0,FALSE,TRUE,0.255969809922359,0.569367328720556,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,42,0.3137128195931,0.02,TRUE,TRUE,0.265960233576375,0.214673541847125,FALSE,TRUE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,42,0.306966152926433,0.04,TRUE,TRUE,0.268790322742872,0.372845808112981,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,43,0.312379486259767,0.04,TRUE,TRUE,0.268232518126986,0.321824154780672,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,43,0.310859486259767,0.02,TRUE,TRUE,0.262019893289113,0.452120195737749,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,44,0.3143528195931,0.0600000000000001,TRUE,TRUE,0.259349338053149,0.349740635897517,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,44,0.298406152926433,0.0600000000000001,TRUE,TRUE,0.254465980702812,0.541374815388361,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,45,0.310806152926434,0.08,TRUE,TRUE,0.266622212168854,0.391635320739587,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,45,0.295686152926434,0.04,TRUE,TRUE,0.265775364531023,0.569906369637717,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,46,0.314139486259767,0.04,TRUE,TRUE,0.267293804354382,0.476711075743391,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,46,0.306779486259767,0.04,TRUE,TRUE,0.267293804354382,0.421187205708058,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,47,0.3124328195931,0.0600000000000001,TRUE,TRUE,0.268790322742872,0.31124293936615,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,47,0.3085128195931,0.04,TRUE,TRUE,0.259174938127487,0.464756485535639,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,48,0.3148328195931,0.0600000000000001,TRUE,TRUE,0.265960233576375,0.379939522171915,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,48,0.290886152926433,0.04,TRUE,TRUE,0.247298540671269,0.496259742230769,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,49,0.314939486259767,0.04,TRUE,TRUE,0.268232518126986,0.394248073457797,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,49,0.2988328195931,0.08,TRUE,TRUE,0.238341604794154,0.5441593121086,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,50,0.314486152926434,0.04,TRUE,TRUE,0.264211468786882,0.303083261208089,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
2,50,0.309686152926434,0.0600000000000001,TRUE,TRUE,0.262676161326785,0.388533447800945,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 02:10:50",125
1,1,0.313846152926433,0.02,TRUE,TRUE,0.262019893289113,0.35529095540827,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,1,0.279686152926434,0.02,TRUE,TRUE,0.243149297101846,0.49820367702201,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,2,0.312139486259767,0.1,TRUE,TRUE,0.267293804354382,0.274946904980207,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,2,0.301019486259767,0.02,TRUE,TRUE,0.26431819745158,0.408716052244082,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,3,0.313446152926434,0.04,TRUE,TRUE,0.259349338053149,0.456965605524785,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,3,0.306406152926433,0.0600000000000001,TRUE,TRUE,0.26431819745158,0.358597734960514,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,4,0.311419486259767,0.04,TRUE,TRUE,0.268790322742872,0.348289018553322,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,4,0.2955528195931,0.04,TRUE,TRUE,0.231459621642254,0.36726594681959,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,5,0.3147528195931,0.02,TRUE,TRUE,0.265960233576375,0.322467615901709,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,5,0.2532328195931,0.0399999999999999,TRUE,TRUE,0.208488969208559,0.457524077679033,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,6,0.315019486259767,0.04,TRUE,TRUE,0.267293804354382,0.282849933992626,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,6,0.311659486259767,0.1,TRUE,TRUE,0.268790322742872,0.462552313798061,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,7,0.3149928195931,0.04,TRUE,TRUE,0.268790322742872,0.26599414214774,TRUE,TRUE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,7,0.297126152926434,0.02,TRUE,TRUE,0.265585194537743,0.394301071008517,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,8,0.304059486259767,0.0600000000000001,TRUE,TRUE,0.262380066332615,0.408841808451082,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,8,0.309979486259767,0.04,TRUE,TRUE,0.268790322742872,0.560811707286108,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,9,0.303046152926434,0.08,TRUE,TRUE,0.255878135453549,0.43115887343077,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,9,0.296406152926433,0.04,TRUE,TRUE,0.268790322742872,0.512777784598021,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,10,0.314939486259767,0.02,TRUE,TRUE,0.267293804354382,0.50528709723145,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,10,0.301366152926434,0.04,TRUE,TRUE,0.260777502230051,0.491016434625339,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,11,0.3133928195931,0,FALSE,TRUE,0.262019893289113,0.427734972972114,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,11,0.294939486259767,0.02,TRUE,TRUE,0.250878135453549,0.472207740011505,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,12,0.3105928195931,0.08,TRUE,TRUE,0.268232518126986,0.564466071275766,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,12,0.292806152926434,0.12,TRUE,TRUE,0.229585175131817,0.645527332137915,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,13,0.315019486259767,0.02,TRUE,TRUE,0.268232518126986,0.311771652671505,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,13,0.302246152926434,0.02,TRUE,TRUE,0.262019893289113,0.422488290980878,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,14,0.3120328195931,0.0600000000000001,TRUE,TRUE,0.267293804354382,0.310327022762658,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,14,0.292619486259767,0.08,TRUE,TRUE,0.256108016827606,0.583334433905756,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,15,0.314886152926434,0.0600000000000001,TRUE,TRUE,0.268975364531023,0.295482539927456,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,15,0.2885928195931,0.02,TRUE,TRUE,0.190426571835817,0.532112367614254,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,16,0.314246152926434,0.04,TRUE,TRUE,0.268232518126986,0.344476183741533,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,16,0.311366152926434,0.04,TRUE,TRUE,0.267293804354382,0.382258768512454,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,17,0.3146728195931,0.0600000000000001,TRUE,TRUE,0.268232518126986,0.5310601087734,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,17,0.278326152926433,0.08,TRUE,TRUE,0.252975364531023,0.489543753990441,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,18,0.314966152926433,0.02,TRUE,TRUE,0.265960233576375,0.428006566896939,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,18,0.313286152926433,0.0600000000000001,TRUE,TRUE,0.268975364531023,0.438571933125796,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,19,0.313286152926433,0.04,TRUE,TRUE,0.268790322742872,0.422751212845883,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,19,0.303686152926434,0.0600000000000001,TRUE,TRUE,0.261034125201991,0.530400597109057,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,20,0.312139486259767,0.08,TRUE,TRUE,0.26431819745158,0.374219900060105,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,20,0.304966152926433,0.0600000000000001,TRUE,TRUE,0.259211468786883,0.527432121128637,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,21,0.314726152926433,0.0600000000000001,TRUE,TRUE,0.268975364531023,0.271070983362518,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,21,0.3069128195931,0.0600000000000001,TRUE,TRUE,0.265775364531023,0.47913702372689,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,22,0.3109928195931,0.1,TRUE,TRUE,0.247931457277103,0.447643100694814,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,22,0.2589928195931,0,FALSE,TRUE,0.25535007046193,0.3188814328859,FALSE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,23,0.314619486259767,0.02,TRUE,TRUE,0.268790322742872,0.379906056195537,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,23,0.2880328195931,0.0600000000000001,TRUE,TRUE,0.260800297860876,0.606868149769053,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,24,0.3129128195931,0.08,TRUE,TRUE,0.268232518126986,0.356590236861272,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,24,0.2693928195931,0.0599999999999999,TRUE,TRUE,0.23311951108048,0.525326991371814,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,25,0.3129928195931,0.04,TRUE,TRUE,0.259349338053149,0.394708226543432,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,25,0.280059486259767,0.04,TRUE,TRUE,0.225775364531023,0.474270901498653,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,26,0.3137128195931,0.0600000000000001,TRUE,TRUE,0.265960233576375,0.484885438026897,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,26,0.303126152926434,0.0599999999999999,TRUE,TRUE,0.260180988336326,0.518184567373025,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,27,0.314566152926434,0.0600000000000001,TRUE,TRUE,0.267293804354382,0.351336925852716,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,27,0.306139486259767,0.08,TRUE,TRUE,0.26431819745158,0.349865906359576,FALSE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,28,0.313846152926433,0.0600000000000001,TRUE,TRUE,0.268790322742872,0.308970591727762,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,28,0.312086152926433,0.02,TRUE,TRUE,0.256153306135381,0.509758289551515,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,29,0.3131528195931,0.02,TRUE,TRUE,0.265960233576375,0.416397686624888,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,29,0.2630728195931,0.02,TRUE,TRUE,0.213722375782954,0.539966075020059,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,30,0.314219486259767,0.0600000000000001,TRUE,TRUE,0.268790322742872,0.465078031452941,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,30,0.301606152926434,0.0600000000000001,TRUE,TRUE,0.254575364531023,0.45487665978843,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,31,0.315046152926434,0.02,TRUE,TRUE,0.265960233576375,0.306755780257459,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,31,0.307259486259767,0.08,TRUE,TRUE,0.257775364531023,0.613006190827765,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,32,0.313206152926434,0.02,TRUE,TRUE,0.268790322742872,0.415094326827471,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,32,0.2633928195931,0.1,TRUE,TRUE,0.198575364531023,0.517951932926586,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,33,0.3143528195931,0.02,TRUE,TRUE,0.265960233576375,0.449016786799522,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,33,0.298006152926434,0.0599999999999999,TRUE,TRUE,0.26431819745158,0.486534912082527,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,34,0.3140328195931,0.0600000000000001,TRUE,TRUE,0.268790322742872,0.482578739421787,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,34,0.301926152926434,0.04,TRUE,TRUE,0.251375364531023,0.440087930391731,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,35,0.309926152926434,0.1,TRUE,TRUE,0.265670427731006,0.38536168826296,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,35,0.300566152926434,0.02,TRUE,TRUE,0.25535007046193,0.526542304362135,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,36,0.314806152926434,0.02,TRUE,TRUE,0.265960233576375,0.257139133022704,TRUE,TRUE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,36,0.3010728195931,0.08,TRUE,TRUE,0.257553544614122,0.619594604010641,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,37,0.3112328195931,0.0600000000000001,TRUE,TRUE,0.267293804354382,0.388024485840801,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,37,0.307339486259767,0.0600000000000001,TRUE,TRUE,0.256926514681303,0.503203105549053,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,38,0.314379486259767,0.04,TRUE,TRUE,0.259349338053149,0.35343702854529,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,38,0.278486152926434,0.04,TRUE,TRUE,0.254367245819795,0.453610056235931,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,39,0.314726152926433,0.04,TRUE,TRUE,0.265960233576375,0.47890880142937,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,39,0.267819486259767,0.02,TRUE,TRUE,0.232805787048081,0.440743741511583,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,40,0.3148328195931,0.02,TRUE,TRUE,0.268232518126986,0.471467683146144,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,40,0.2246728195931,0,FALSE,TRUE,0.205605492666071,0.566252077659926,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,41,0.314726152926433,0.0600000000000001,TRUE,TRUE,0.268232518126986,0.28352142355551,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,41,0.294166152926434,0,FALSE,TRUE,0.255969809922359,0.569367328720556,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,42,0.313259486259767,0.02,TRUE,TRUE,0.265960233576375,0.214673541847125,FALSE,TRUE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,42,0.306326152926434,0.04,TRUE,TRUE,0.268790322742872,0.372845808112981,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,43,0.312726152926433,0.04,TRUE,TRUE,0.268232518126986,0.321824154780672,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,43,0.310966152926433,0.02,TRUE,TRUE,0.262019893289113,0.452120195737749,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,44,0.3145128195931,0.0600000000000001,TRUE,TRUE,0.259349338053149,0.349740635897517,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,44,0.300886152926434,0.0599999999999999,TRUE,TRUE,0.254465980702812,0.541374815388361,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,45,0.311419486259767,0.08,TRUE,TRUE,0.266622212168854,0.391635320739587,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,45,0.293419486259767,0.04,TRUE,TRUE,0.265775364531023,0.569906369637717,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,46,0.314619486259767,0.04,TRUE,TRUE,0.267293804354382,0.476711075743391,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,46,0.307499486259767,0.04,TRUE,TRUE,0.267293804354382,0.421187205708058,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,47,0.313419486259767,0.0600000000000001,TRUE,TRUE,0.268790322742872,0.31124293936615,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,47,0.306966152926433,0.04,TRUE,TRUE,0.259174938127487,0.464756485535639,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,48,0.3145928195931,0.0600000000000001,TRUE,TRUE,0.265960233576375,0.379939522171915,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,48,0.287446152926433,0.02,TRUE,TRUE,0.247298540671269,0.496259742230769,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,49,0.314966152926433,0.04,TRUE,TRUE,0.268232518126986,0.394248073457797,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,49,0.2980328195931,0.08,TRUE,TRUE,0.238341604794154,0.5441593121086,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,50,0.314299486259767,0.04,TRUE,TRUE,0.264211468786882,0.303083261208089,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
2,50,0.3076328195931,0.0600000000000001,TRUE,TRUE,0.262676161326785,0.388533447800945,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:51:40",126
1,1,0.314219486259767,0.02,TRUE,TRUE,0.262019893289113,0.35529095540827,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
2,1,0.2776328195931,0.02,TRUE,TRUE,0.243149297101846,0.49820367702201,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
1,2,0.3117128195931,0.1,TRUE,TRUE,0.267293804354382,0.274946904980207,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
2,2,0.300006152926434,0.02,TRUE,TRUE,0.26431819745158,0.408716052244082,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
1,3,0.312459486259767,0.04,TRUE,TRUE,0.259349338053149,0.456965605524785,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
2,3,0.308619486259767,0.0599999999999999,TRUE,TRUE,0.26431819745158,0.358597734960514,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
1,4,0.310246152926434,0.0600000000000001,TRUE,TRUE,0.268790322742872,0.348289018553322,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
2,4,0.2936328195931,0.04,TRUE,TRUE,0.231459621642254,0.36726594681959,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
1,5,0.314539486259767,0.02,TRUE,TRUE,0.265960233576375,0.322467615901709,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
2,5,0.2519528195931,0.0399999999999999,TRUE,TRUE,0.208488969208559,0.457524077679033,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
1,6,0.315046152926434,0.04,TRUE,TRUE,0.267293804354382,0.282849933992626,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
2,6,0.3113128195931,0.1,TRUE,TRUE,0.268790322742872,0.462552313798061,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
1,7,0.314859486259767,0.0509999999999991,TRUE,TRUE,0.268790322742872,0.26599414214774,TRUE,TRUE,50,2,500,50,"greater","2026-04-29 01:58:37",127
2,7,0.300726152926433,0.02,TRUE,TRUE,0.265585194537743,0.394301071008517,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
1,8,0.304299486259767,0.0600000000000001,TRUE,TRUE,0.262380066332615,0.408841808451082,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
2,8,0.3097928195931,0.02,TRUE,TRUE,0.268790322742872,0.560811707286108,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
1,9,0.304326152926434,0.08,TRUE,TRUE,0.255878135453549,0.43115887343077,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
2,9,0.296379486259767,0.0599999999999999,TRUE,TRUE,0.268790322742872,0.512777784598021,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
1,10,0.3147528195931,0.02,TRUE,TRUE,0.267293804354382,0.50528709723145,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
2,10,0.303926152926434,0.04,TRUE,TRUE,0.260777502230051,0.491016434625339,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
1,11,0.313819486259767,0,FALSE,TRUE,0.262019893289113,0.427734972972114,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
2,11,0.295819486259767,0.02,TRUE,TRUE,0.250878135453549,0.472207740011505,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
1,12,0.308779486259767,0.1,TRUE,TRUE,0.268232518126986,0.564466071275766,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
2,12,0.293926152926434,0.1,TRUE,TRUE,0.229585175131817,0.645527332137915,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
1,13,0.3150728195931,0.02,TRUE,TRUE,0.268232518126986,0.311771652671505,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
2,13,0.301739486259767,0.02,TRUE,TRUE,0.262019893289113,0.422488290980878,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
1,14,0.3111528195931,0.0709999999999991,TRUE,TRUE,0.267293804354382,0.310327022762658,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
2,14,0.2926728195931,0.08,TRUE,TRUE,0.256108016827606,0.583334433905756,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
1,15,0.314726152926433,0.0600000000000001,TRUE,TRUE,0.268975364531023,0.295482539927456,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
2,15,0.2974728195931,0.04,TRUE,TRUE,0.190426571835817,0.532112367614254,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
1,16,0.314486152926434,0.04,TRUE,TRUE,0.268232518126986,0.344476183741533,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
2,16,0.312406152926433,0.04,TRUE,TRUE,0.267293804354382,0.382258768512454,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
1,17,0.3145128195931,0.08,TRUE,TRUE,0.268232518126986,0.5310601087734,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
2,17,0.2800328195931,0.08,TRUE,TRUE,0.252975364531023,0.489543753990441,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
1,18,0.3149128195931,0.04,TRUE,TRUE,0.265960233576375,0.428006566896939,TRUE,FALSE,50,2,500,50,"greater","2026-04-29 01:58:37",127
